Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides MS3	Razor + unique peptides MS3	Unique peptides MS3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 MS3	Reporter intensity corrected 1 MS3	Reporter intensity corrected 2 MS3	Reporter intensity corrected 3 MS3	Reporter intensity corrected 4 MS3	Reporter intensity corrected 5 MS3	Reporter intensity corrected 6 MS3	Reporter intensity corrected 7 MS3	Reporter intensity corrected 8 MS3	Reporter intensity corrected 9 MS3	Reporter intensity 0 MS3	Reporter intensity 1 MS3	Reporter intensity 2 MS3	Reporter intensity 3 MS3	Reporter intensity 4 MS3	Reporter intensity 5 MS3	Reporter intensity 6 MS3	Reporter intensity 7 MS3	Reporter intensity 8 MS3	Reporter intensity 9 MS3	Reporter intensity count 0 MS3	Reporter intensity count 1 MS3	Reporter intensity count 2 MS3	Reporter intensity count 3 MS3	Reporter intensity count 4 MS3	Reporter intensity count 5 MS3	Reporter intensity count 6 MS3	Reporter intensity count 7 MS3	Reporter intensity count 8 MS3	Reporter intensity count 9 MS3	Sequence coverage MS3 [%]	Intensity	Intensity MS3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
P33599	P33599	28	28	28	NADH-quinone oxidoreductase subunit C/D	nuoC		1	28	28	28	28	28	28	57.9	57.9	57.9	68.235	596	596	0	154.82	185930	181100	162770	188560	204100	168490	199870	190200	178470	198330	175850	171120	165730	192830	204600	170430	203070	195920	177000	191150	45	45	45	45	45	45	45	44	44	45	185930	181100	162770	188560	204100	168490	199870	190200	178470	198330	175850	171120	165730	192830	204600	170430	203070	195920	177000	191150	45	45	45	45	45	45	45	44	44	45	57.9	5337600000	5337600000	46				1471	166;341;1612;1756;3452;3730;3831;4434;4615;5043;6174;7618;7690;7914;8009;8438;8883;9364;10936;12231;12387;13243;14337;14804;15061;15453;15865;16721	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	186;377;1814;1967;3849;4158;4159;4265;4945;5136;5609;6856;6857;8482;8561;8815;8816;8920;8921;9387;9859;10372;12198;13781;13954;13955;14911;16115;16629;16630;16924;17371;17813;18771	308;309;601;2735;2973;5791;6255;6256;6410;6411;7380;7662;7663;8320;10081;10082;10083;12435;12564;12909;12910;13063;13064;13065;13066;13719;14358;15046;17596;19985;20225;20226;21540;23247;24013;24014;24015;24433;25063;25064;25677;27031	364;365;366;702;703;3146;3415;6621;7154;7155;7333;7334;8449;8763;8764;9524;9525;11506;11507;11508;14264;14419;14799;14800;14973;14974;14975;14976;15698;16405;16406;17160;20050;22768;23041;23042;24540;26455;27331;27332;27333;27793;28502;28503;29183;30678	365;703;3146;3415;6621;7154;7333;8449;8764;9525;11506;14264;14419;14800;14976;15698;16406;17160;20050;22768;23042;24540;26455;27332;27793;28502;29183;30678	2236;2237;2238;2239;2240	156;190;383;484;551
P33602	P33602	37	37	37	NADH-quinone oxidoreductase subunit G	nuoG		1	37	37	37	37	37	37	50.3	50.3	50.3	100.3	908	908	0	290.61	384260	365870	349110	377920	407060	350230	403400	390020	360160	406620	363480	345700	354260	386860	409570	353560	409610	401930	357200	391910	70	70	70	70	70	70	70	70	70	70	384260	365870	349110	377920	407060	350230	403400	390020	360160	406620	363480	345700	354260	386860	409570	353560	409610	401930	357200	391910	70	70	70	70	70	70	70	70	70	70	50.3	14030000000	14030000000	70				1472	302;1024;1380;1459;1476;1478;1766;2250;3807;3933;4224;4237;4643;4972;5064;5294;5303;5534;7174;7175;7397;7511;8082;9060;9328;9430;9525;10032;10606;11850;12853;13127;13281;14376;15702;16399;17380	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	335;1137;1556;1646;1647;1664;1666;1981;2519;4241;4377;4691;4704;4705;5166;5526;5632;5893;5902;6154;7988;7989;8236;8361;9005;10050;10335;10442;10550;11119;11742;13371;13372;14478;14785;14949;14950;16160;17638;17639;18410;19502;19503	548;1730;2388;2500;2501;2502;2503;2526;2527;2528;2529;2531;3011;3839;6379;6572;7020;7021;7037;7038;7039;7040;7701;7702;8211;8357;8714;8715;8726;8727;9064;11706;11707;12087;12256;13177;13178;14616;14993;14994;15144;15287;16058;16885;19441;19442;20952;21348;21349;21588;21589;23303;25447;25448;26521;26522;28031;28032	642;1982;2764;2884;2885;2886;2887;2888;2913;2914;2915;2916;2918;3462;4421;7297;7525;8030;8031;8032;8051;8052;8053;8054;8808;8809;9403;9571;9965;9966;9978;9979;10352;13418;13419;13872;13873;14060;15094;15095;15096;16682;17101;17102;17274;17431;18322;19234;22164;22165;22166;22167;23857;24288;24289;24290;24291;24592;24593;26514;28916;28917;28918;28919;28920;30118;30119;31797;31798;31799	642;1982;2764;2884;2914;2918;3462;4421;7297;7525;8030;8054;8808;9403;9571;9966;9979;10352;13418;13419;13872;14060;15095;16682;17102;17274;17431;18322;19234;22166;23857;24288;24593;26514;28918;30118;31799	2241;2242;2243;2244;2245;2246;2247;2248	148;221;299;404;531;591;645;738
P33607	P33607	3	3	3	NADH-quinone oxidoreductase subunit L	nuoL		1	3	3	3	3	3	3	5.7	5.7	5.7	66.437	613	613	0	10.444	2468.4	2597.8	2457.5	2648.5	3080.3	3206.5	3250.3	3444.8	2578.3	2637.6	2335.7	2454.4	2483.2	2725.3	3090.9	3197.1	3282	3525.7	2572.5	2563.3	3	3	3	3	3	3	3	3	3	3	2468.4	2597.8	2457.5	2648.5	3080.3	3206.5	3250.3	3444.8	2578.3	2637.6	2335.7	2454.4	2483.2	2725.3	3090.9	3197.1	3282	3525.7	2572.5	2563.3	3	3	3	3	3	3	3	3	3	3	5.7	44551000	44551000	3				1473	3016;5799;15328	True;True;True	3365;6453;17220	5072;9507;24838	5810;10858;28253	5810;10858;28253	2249	568
P33643	P33643	7	7	7	Ribosomal large subunit pseudouridine synthase D	rluD		1	7	7	7	7	7	7	29.1	29.1	29.1	37.121	326	326	0	26.358	31586	29742	23548	32428	34970	30451	33029	34025	31832	35883	29858	28112	24310	33101	34785	30723	33681	35072	31460	34575	13	13	13	13	13	13	13	13	13	13	31586	29742	23548	32428	34970	30451	33029	34025	31832	35883	29858	28112	24310	33101	34785	30723	33681	35072	31460	34575	13	13	13	13	13	13	13	13	13	13	29.1	738340000	738340000	13				1474	2935;3162;5620;9148;10560;12082;16913	True;True;True;True;True;True;True	3267;3529;3530;6256;10146;10147;11687;13622;18992	4933;5312;5313;9215;14756;14757;14758;16814;19788;27355	5654;6076;6077;10527;10528;16834;16835;16836;16837;19155;22549;22550;31033	5654;6076;10527;16834;19155;22549;31033	2250;2251	27;146
P33644	P33644	7	7	7	Laccase domain protein YfiH	yfiH		1	7	7	7	7	7	7	30.9	30.9	30.9	26.339	243	243	0	18.474	28242	34566	24288	28755	37841	24911	30231	31027	28714	28625	26710	32620	24835	29818	37492	25272	31097	31748	28396	27672	8	8	8	8	8	8	8	8	8	8	28242	34566	24288	28755	37841	24911	30231	31027	28714	28625	26710	32620	24835	29818	37492	25272	31097	31748	28396	27672	8	8	8	8	8	8	8	8	8	8	30.9	274630000	274630000	8				1475	787;1614;3412;6703;8930;9718;10429	True;True;True;True;True;True;True	877;1816;3805;7462;9911;10759;11546	1352;2737;5735;10962;14430;15564;16613	1564;3148;6559;12516;16484;17751;18932;18933	1564;3148;6559;12516;16484;17751;18933	2252	173
P33667	P33667	3	3	3	tRNA 2-selenouridine synthase	selU		1	3	3	3	3	3	3	9.9	9.9	9.9	41.11	364	364	0	7.838	6802.5	7352.8	5466.5	6340.9	7444	5607.7	7345.9	6808.5	5869.6	6046.3	6431.9	6940.2	5605.2	6560.6	7434.7	5680.1	7441.8	6965	5854.2	5850.9	3	3	3	3	3	3	3	3	3	3	6802.5	7352.8	5466.5	6340.9	7444	5607.7	7345.9	6808.5	5869.6	6046.3	6431.9	6940.2	5605.2	6560.6	7434.7	5680.1	7441.8	6965	5854.2	5850.9	3	3	3	3	3	3	3	3	3	3	9.9	55585000	55585000	3				1476	31;254;1150	True;True;True	35;283;1277	57;468;1957	79;550;2245	79;550;2245		
P33913	P33913	7	7	7	Uncharacterized protein YejA	yejA		1	7	7	7	7	7	7	10.8	10.8	10.8	69.668	604	604	0	14.912	12287	12384	12622	14132	14715	12177	15106	13898	12773	13274	11628	11709	12716	14373	14813	12340	15294	14274	12702	12820	8	8	8	8	8	8	8	8	8	8	12287	12384	12622	14132	14715	12177	15106	13898	12773	13274	11628	11709	12716	14373	14813	12340	15294	14274	12702	12820	8	8	8	8	8	8	8	8	8	8	10.8	129130000	129130000	8				1477	874;3208;4542;5700;8737;10295;16026	True;True;True;True;True;True;True	973;3579;5057;6347;9708;11396;18000	1485;5386;7535;9367;14152;16404;25947	1712;6159;8619;10703;16181;18704;29478;29479	1712;6159;8619;10703;16181;18704;29479		
P33919	P33919	7	7	7	Uncharacterized protein YejH	yejH		1	7	7	7	7	7	7	13	13	13	66.412	586	586	0	14.484	9593.7	9082.4	8296.5	9810.2	11295	8826.7	11288	10670	9567.5	9765.4	9073.2	8584	8465.3	10013	11284	8932.8	11443	10925	9513.2	9442.2	7	7	7	7	7	7	7	7	7	7	9593.7	9082.4	8296.5	9810.2	11295	8826.7	11288	10670	9567.5	9765.4	9073.2	8584	8465.3	10013	11284	8932.8	11443	10925	9513.2	9442.2	7	7	7	7	7	7	7	7	7	7	13	81456000	81456000	7				1478	2383;3250;4215;14173;15405;15570;17421	True;True;True;True;True;True;True	2664;3625;4682;15921;17318;17493;19551	4081;5480;7009;22949;24998;25233;28106	4702;6264;8014;26125;28430;28682;31893	4702;6264;8014;26125;28430;28682;31893		
P33920	P33920	8	8	8	Nucleoid-associated protein YejK	yejK		1	8	8	8	8	8	8	34.3	34.3	34.3	37.822	335	335	0	54.266	18556	15184	10431	11712	16358	10851	12985	17181	12248	11755	17528	14324	11036	12224	16202	11016	13360	17342	12117	11466	8	8	8	8	8	8	8	8	8	8	18556	15184	10431	11712	16358	10851	12985	17181	12248	11755	17528	14324	11036	12224	16202	11016	13360	17342	12117	11466	8	8	8	8	8	8	8	8	8	8	34.3	237380000	237380000	8				1479	2035;6304;6678;6840;12511;13182;15797;16768	True;True;True;True;True;True;True;True	2287;6997;7436;7609;14095;14846;17742;18834	3496;10284;10927;11178;20424;21440;25587;27131	4032;11739;12477;12767;23267;24406;29086;30788	4032;11739;12477;12767;23267;24406;29086;30788	2253	183
P33937	P33937	10	10	10	Periplasmic nitrate reductase	napA		1	10	10	10	10	10	10	14.6	14.6	14.6	93.041	828	828	0	42.482	28641	27024	26386	30186	30001	29175	30425	28996	29601	29961	27093	25546	26744	30785	30237	29342	30927	29995	29242	28883	11	11	11	11	11	11	11	11	11	11	28641	27024	26386	30186	30001	29175	30425	28996	29601	29961	27093	25546	26744	30785	30237	29342	30927	29995	29242	28883	11	11	11	11	11	11	11	11	11	11	14.6	230580000	230580000	11				1480	612;3764;4863;5284;10459;12945;14675;17143;17456;18022	True;True;True;True;True;True;True;True;True;True	682;4193;5406;5881;11580;14577;16493;19243;19591;20235	1042;6307;6308;8041;8699;16655;21077;23828;27684;28158;29085	1202;7219;7220;9206;9948;18975;23993;27121;31404;31957;33017	1202;7220;9206;9948;18975;23993;27121;31404;31957;33017		
P34209	P34209	6	6	6	Protein YdcF	ydcF		1	6	6	6	6	6	6	23.3	23.3	23.3	29.705	266	266	0	25.611	21088	25771	18951	23299	29818	21334	23840	25299	23291	21240	19946	24331	19327	24042	29532	21562	24539	25863	23005	20585	8	8	8	8	8	8	8	8	8	8	21088	25771	18951	23299	29818	21334	23840	25299	23291	21240	19946	24331	19327	24042	29532	21562	24539	25863	23005	20585	8	8	8	8	8	8	8	8	8	8	23.3	251160000	251160000	8				1481	2440;5343;8424;10255;11234;16336	True;True;True;True;True;True	2727;5949;9372;11354;12648;12649;18342	4177;8788;13703;16354;18288;18289;18290;26417	4808;10046;15682;18645;20824;20825;20826;30000	4808;10046;15682;18645;20824;30000	2254	166
P35340	P35340	21	21	21	Alkyl hydroperoxide reductase subunit F	ahpF		1	21	21	21	21	21	21	44.3	44.3	44.3	56.176	521	521	0	94.358	235420	258020	221030	249560	286950	222760	256560	257190	241890	254240	222710	243700	224140	256330	286860	225390	262210	264310	239300	245350	38	38	38	38	38	38	38	38	38	38	235420	258020	221030	249560	286950	222760	256560	257190	241890	254240	222710	243700	224140	256330	286860	225390	262210	264310	239300	245350	38	38	38	38	38	38	38	38	38	38	44.3	6130900000	6130900000	38				1482	52;377;1669;3501;3611;4135;5020;6732;6800;7222;8697;10898;11008;11243;11763;11965;12607;13137;14023;16340;17204	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	58;418;1874;3902;4025;4594;5580;7493;7567;8038;9666;12133;12134;12310;12662;12663;13275;13501;14201;14796;15761;18346;19311	100;669;2828;5869;6057;6888;6889;8284;11001;11121;11122;11786;11787;14104;14105;14106;17486;17487;17770;18306;18307;18308;18309;18310;19307;19621;20571;20572;21369;21370;22722;22723;22724;26423;27769	129;782;3248;6707;6920;7883;7884;9483;12556;12703;12704;13511;13512;16127;16128;16129;16130;19922;19923;19924;20245;20843;20844;20845;20846;20847;22018;22364;23429;23430;24318;24319;25866;25867;25868;30006;31500;31501	129;782;3248;6707;6920;7884;9483;12556;12704;13511;16128;19922;20245;20844;22018;22364;23429;24319;25867;30006;31501	2255;2256;2257;2258;2259	1;6;186;329;467
P36548	P36548	6	6	6	N-acetylmuramoyl-L-alanine amidase AmiA	amiA		1	6	6	6	6	6	6	22.1	22.1	22.1	31.412	289	289	0	10.69	23937	22895	23651	26077	28233	24894	26982	26322	27085	27403	22650	21646	23886	26562	28363	25075	27529	27173	26721	26413	7	7	7	7	7	7	7	7	7	7	23937	22895	23651	26077	28233	24894	26982	26322	27085	27403	22650	21646	23886	26562	28363	25075	27529	27173	26721	26413	7	7	7	7	7	7	7	7	7	7	22.1	230240000	230240000	7				1483	5627;7272;9829;11919;13899;17270	True;True;True;True;True;True	6263;8095;10874;13451;15622;19388	9228;11867;15700;15701;19539;22509;27882	10546;13616;17898;17899;22267;25615;31630	10546;13616;17899;22267;25615;31630		
P36553	P36553	3	3	3	Oxygen-dependent coproporphyrinogen-III oxidase	hemF		1	3	3	3	3	3	3	12.7	12.7	12.7	34.322	299	299	0	13.349	8900.4	10565	7659.7	9616.4	10222	8577.7	9625	9515.9	9672.2	9447.5	8417.4	9974.8	7814.5	9915	10213	8673.7	9827.4	9793.4	9541.5	9116.2	4	4	4	4	4	4	4	4	4	4	8900.4	10565	7659.7	9616.4	10222	8577.7	9625	9515.9	9672.2	9447.5	8417.4	9974.8	7814.5	9915	10213	8673.7	9827.4	9793.4	9541.5	9116.2	4	4	4	4	4	4	4	4	4	4	12.7	99551000	99551000	4				1484	2656;2824;6880	True;True;True	2962;3147;7654	4511;4761;11240	5184;5185;5471;12837	5184;5471;12837		
P36562	P36562	2	2	2	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	cobT		1	2	2	2	2	2	2	8.6	8.6	8.6	36.987	359	359	0	6.1147	2080	3219.9	2087.9	2689	3374.1	2397.5	3380.3	2939.2	2488.1	2308.9	1968.3	3038.7	2117.7	2788.7	3347.3	2427.3	3416.1	2996.8	2492.8	2242.1	3	3	3	3	3	3	3	3	3	3	2080	3219.9	2087.9	2689	3374.1	2397.5	3380.3	2939.2	2488.1	2308.9	1968.3	3038.7	2117.7	2788.7	3347.3	2427.3	3416.1	2996.8	2492.8	2242.1	3	3	3	3	3	3	3	3	3	3	8.6	29008000	29008000	3				1485	1003;6590	True;True	1113;7340	1698;1699;10789	1946;1947;12324	1947;12324		
P36566	P36566	3	3	3	Protein SmtA	smtA		1	3	3	3	3	3	3	11.9	11.9	11.9	29.814	261	261	0	6.5636	3760.3	4574.9	4168	4155.2	5308.7	2580.1	5085.1	4424.2	4619.9	4377.3	3559.8	4319.4	4187.1	4266.8	5316.3	2687.8	5174.2	4498.2	4578.2	4224.1	3	3	3	3	3	3	3	3	3	3	3760.3	4574.9	4168	4155.2	5308.7	2580.1	5085.1	4424.2	4619.9	4377.3	3559.8	4319.4	4187.1	4266.8	5316.3	2687.8	5174.2	4498.2	4578.2	4224.1	3	3	3	3	3	3	3	3	3	3	11.9	53549000	53549000	3				1486	6099;11506;16175	True;True;True	6778;12987;18164	9961;18879;26169	11377;21531;29718	11377;21531;29718		
P36649	P36649	3	3	3	Blue copper oxidase CueO	cueO		1	3	3	3	3	3	3	7	7	7	56.556	516	516	0	15.177	8017.8	8284.1	6097.2	9043.1	9800.1	6726.2	8131.2	8231.6	8139.2	8505.3	7579.7	7830	6292.1	9201.6	9703	6880.3	8357.3	8454.8	8030.6	8199.3	4	4	4	4	4	4	4	4	4	4	8017.8	8284.1	6097.2	9043.1	9800.1	6726.2	8131.2	8231.6	8139.2	8505.3	7579.7	7830	6292.1	9201.6	9703	6880.3	8357.3	8454.8	8030.6	8199.3	4	4	4	4	4	4	4	4	4	4	7	287030000	287030000	4				1487	13103;16100;16968	True;True;True	14757;18081;19049;19050	21310;26054;27433;27434	24249;29594;31116;31117	24249;29594;31116	2260	277
P36655	P36655	2	2	2	Thiol:disulfide interchange protein DsbD	dsbD		1	2	2	2	2	2	2	4.1	4.1	4.1	61.794	565	565	0	16.13	5405.3	4507.2	4101.1	4803.3	4640.8	4161.9	4673.3	4366.9	4636	4627.9	5109.9	4259.4	4211.2	4903.5	4678	4211.6	4754.4	4511.8	4575.9	4458.7	2	2	2	2	2	2	2	2	2	2	5405.3	4507.2	4101.1	4803.3	4640.8	4161.9	4673.3	4366.9	4636	4627.9	5109.9	4259.4	4211.2	4903.5	4678	4211.6	4754.4	4511.8	4575.9	4458.7	2	2	2	2	2	2	2	2	2	2	4.1	31325000	31325000	2				1488	15656;18067	True;True	17586;20286	25363;29162	28826;33104	28826;33104		
P36659	P36659	12	12	12	Curved DNA-binding protein	cbpA		1	12	12	12	12	12	12	46.4	46.4	46.4	34.455	306	306	0	51.176	81484	78512	80804	78745	85941	72847	91763	82838	82697	86002	77102	74169	81473	80744	86984	73569	92879	85297	81982	82898	18	18	17	18	18	18	18	18	18	18	81484	78512	80804	78745	85941	72847	91763	82838	82697	86002	77102	74169	81473	80744	86984	73569	92879	85297	81982	82898	18	18	17	18	18	18	18	18	18	18	46.4	1512900000	1512900000	18				1489	545;3369;4517;4622;5127;8071;8364;8718;8774;13001;15163;17778	True;True;True;True;True;True;True;True;True;True;True;True	605;3760;3761;5032;5144;5701;8993;9310;9689;9746;14643;17035;19949	931;5669;5670;5671;7503;7674;8451;13161;13162;13615;13616;14131;14206;21157;21158;24586;28661;28662	1075;6484;6485;6486;8584;8779;9680;15076;15077;15584;15585;16156;16240;24080;24081;27973;32541;32542	1075;6484;8584;8779;9680;15077;15584;16156;16240;24080;27973;32541	2261	10
P36672	P36672	6	6	6	PTS system trehalose-specific EIIBC component;Trehalose-specific phosphotransferase enzyme IIB component;Trehalose permease IIC component	treB		1	6	6	6	6	6	6	12.3	12.3	12.3	51.08	473	473	0	18.615	20798	18577	17492	19787	22339	19397	23421	21498	19611	18962	19668	17556	17865	20237	22395	19522	23684	22054	19512	18352	6	6	6	6	6	6	6	6	6	6	20798	18577	17492	19787	22339	19397	23421	21498	19611	18962	19668	17556	17865	20237	22395	19522	23684	22054	19512	18352	6	6	6	6	6	6	6	6	6	6	12.3	294900000	294900000	6				1490	3931;5459;6432;8061;9646;10952	True;True;True;True;True;True	4375;6071;7164;8983;10683;12222	6568;8949;10534;13149;15457;17626	7521;10222;12038;15064;17629;20080	7521;10222;12038;15064;17629;20080		
P36673	P36673	7	7	7	HTH-type transcriptional regulator TreR	treR		1	7	7	7	7	7	7	30.2	30.2	30.2	34.53	315	315	0	40.671	19666	19006	17845	19903	21009	15633	22099	21031	19421	21843	18602	17960	18114	20308	21145	15968	22369	21537	19276	21053	9	10	9	9	9	9	10	9	10	9	19666	19006	17845	19903	21009	15633	22099	21031	19421	21843	18602	17960	18114	20308	21145	15968	22369	21537	19276	21053	9	10	9	9	9	9	10	9	10	9	30.2	232810000	232810000	10				1491	5163;5916;9574;10706;16460;16604;17153	True;True;True;True;True;True;True	5738;6581;10602;10603;11847;18477;18636;19253	8502;8503;9672;15356;15357;17032;26626;26627;26847;27696	9739;9740;11041;17512;17513;19402;30243;30244;30476;31418	9740;11041;17513;19402;30243;30476;31418	2262	218
P36680	P36680	5	5	5	Cell division protein ZapD	zapD		1	5	5	5	5	5	5	26.3	26.3	26.3	28.291	247	247	0	37.052	42044	39847	39402	40714	46124	37663	48233	43218	40642	44259	39775	37647	39914	41702	46432	38041	48788	44469	40423	42675	6	6	6	6	6	6	6	6	6	6	42044	39847	39402	40714	46124	37663	48233	43218	40642	44259	39775	37647	39914	41702	46432	38041	48788	44469	40423	42675	6	6	6	6	6	6	6	6	6	6	26.3	1487400000	1487400000	6				1492	7528;10025;10243;11197;12003	True;True;True;True;True	8378;11110;11342;12596;13540	12278;16046;16339;18212;19675	14083;18310;18627;20742;22421;22422	14083;18310;18627;20742;22421		
P36683	P36683	54	54	54	Aconitate hydratase B	acnB		1	54	54	54	54	54	54	68.9	68.9	68.9	93.497	865	865	0	323.31	1042200	999460	858720	1012300	1153300	856810	1084700	1069400	936630	949180	985530	944230	878710	1036100	1151800	870210	1103300	1093000	930460	918520	172	175	173	173	173	173	173	174	173	173	1042200	999460	858720	1012300	1153300	856810	1084700	1069400	936630	949180	985530	944230	878710	1036100	1151800	870210	1103300	1093000	930460	918520	172	175	173	173	173	173	173	174	173	173	68.9	153680000000	153680000000	177				1493	54;338;701;762;908;1238;2928;3182;3455;3812;4365;5959;5968;6019;6077;6192;7464;7572;7908;8088;8668;8938;10146;10509;10695;10808;11031;11182;11260;11582;11834;12089;12104;12105;12152;12162;12544;12596;13076;13301;13345;13590;13672;13673;14300;14748;14824;15798;16135;16860;17070;17450;17451;17880	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	60;374;779;849;1009;1010;1376;1377;3260;3550;3853;4246;4872;6627;6637;6690;6754;6876;8306;8307;8427;8428;8809;9012;9633;9919;11239;11634;11836;11984;11985;12342;12343;12572;12573;12685;12686;12687;13067;13355;13629;13646;13647;13699;13700;13711;14129;14190;14727;14728;14972;15017;15277;15367;15368;15369;15370;16076;16572;16651;17743;18120;18937;19164;19583;19584;19585;19586;20065	102;598;1188;1189;1297;1298;1299;1300;1547;1548;2112;2113;2114;4923;4924;5345;5346;5347;5348;5795;5796;6384;7288;7289;9740;9752;9753;9754;9755;9836;9837;9927;9928;9929;10107;10108;12175;12176;12177;12351;12352;12353;12354;12355;12356;12357;12899;13190;13191;14058;14438;16208;16745;16746;17017;17018;17019;17249;17250;17251;17252;17838;17839;17840;17841;17842;17843;17844;17845;18185;18186;18187;18339;18340;18341;18342;18343;18344;18345;18346;18347;18348;18349;18350;18986;18987;19415;19416;19417;19796;19818;19819;19820;19882;19883;19884;19900;20466;20467;20468;20555;20556;21274;21275;21276;21277;21621;21683;22026;22143;22144;22145;22146;22147;22148;22149;23193;23194;23932;23933;23934;24042;24043;25588;25589;26104;26105;26106;26107;26108;27265;27579;28147;28148;28149;28150;28151;28152;28846;28847;28848	131;699;1383;1384;1503;1504;1505;1506;1778;1779;2437;2438;2439;5644;5645;6112;6113;6114;6115;6116;6117;6118;6625;6626;6627;7302;7303;8347;8348;11118;11131;11132;11133;11134;11135;11136;11234;11235;11236;11335;11336;11337;11338;11536;11537;13971;13972;13973;14172;14173;14174;14175;14176;14177;14178;14179;14180;14789;15111;15112;15113;16075;16492;18481;19075;19076;19077;19385;19386;19387;19388;19389;19661;19662;19663;19664;20329;20330;20331;20332;20333;20334;20335;20336;20713;20714;20715;20716;20717;20878;20879;20880;20881;20882;20883;20884;20885;20886;20887;20888;20889;20890;21649;21650;22133;22134;22135;22136;22137;22558;22585;22586;22587;22588;22656;22657;22658;22677;23310;23311;23312;23412;23413;23414;24210;24211;24212;24213;24636;24637;24710;25091;25211;25212;25213;25214;25215;25216;25217;25218;25219;26394;26395;27239;27240;27241;27242;27361;27362;27363;27364;29087;29088;29089;29648;29649;29650;29651;29652;29653;30932;30933;30934;30935;31274;31943;31944;31945;31946;31947;31948;31949;31950;31951;32753;32754;32755	131;699;1383;1504;1778;2439;5645;6112;6625;7303;8348;11118;11132;11236;11337;11536;13971;14179;14789;15111;16075;16492;18481;19077;19387;19664;20335;20717;20885;21649;22133;22558;22585;22588;22656;22677;23312;23412;24213;24636;24710;25091;25212;25217;26395;27240;27362;29087;29649;30933;31274;31946;31950;32754	2263;2264;2265;2266;2267;2268;2269;2270;2271;2272;2273;2274;2275;2276	27;93;125;147;201;257;408;420;486;540;630;711;743;773
P36767	P36767	11	11	11	Recombination-associated protein RdgC	rdgC		1	11	11	11	11	11	11	30.7	30.7	30.7	33.993	303	303	0	58.542	68700	68989	61208	71399	80043	61495	75433	73292	67538	68231	64979	65185	62285	73004	80043	62358	76789	75116	66975	65944	16	16	16	16	16	16	16	16	16	16	68700	68989	61208	71399	80043	61495	75433	73292	67538	68231	64979	65185	62285	73004	80043	62358	76789	75116	66975	65944	16	16	16	16	16	16	16	16	16	16	30.7	1684200000	1684200000	16				1494	439;2514;3109;7964;8122;8123;8469;8908;9186;12393;12655	True;True;True;True;True;True;True;True;True;True;True	490;2806;3463;8866;9047;9048;9419;9886;10187;13962;14252;14253	770;4293;5211;5212;12985;13233;13234;13235;13764;14395;14396;14810;14811;20235;20642;20643	891;4939;5965;5966;14884;15163;15164;15165;15748;16447;16448;16895;16896;23053;23505;23506	891;4939;5966;14884;15163;15165;15748;16448;16896;23053;23506	2277;2278;2279	30;40;244
P36771	P36771	5	5	5	Probable HTH-type transcriptional regulator LrhA	lrhA		1	5	5	5	5	5	5	17.6	17.6	17.6	34.593	312	312	0	28.171	8208.2	9508.7	12763	9640.7	10673	8138.7	10102	9929.7	9079.2	9526.4	7784.2	8983.3	12563	9866.6	10946	8265.2	10283	10178	9001.8	9200	6	6	6	6	6	6	6	6	6	6	8208.2	9508.7	12763	9640.7	10673	8138.7	10102	9929.7	9079.2	9526.4	7784.2	8983.3	12563	9866.6	10946	8265.2	10283	10178	9001.8	9200	6	6	6	6	6	6	6	6	6	6	17.6	66414000	66414000	6				1495	5859;9275;9907;15504;17013	True;True;True;True;True	6521;10279;10960;17424;17425;19102	9599;14921;15817;25144;25145;27500	10961;17019;18034;28586;28587;31186	10961;17019;18034;28587;31186	2280	46
