Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides KUR1502	Razor + unique peptides KUR1502	Unique peptides KUR1502	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 0	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity 0	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity count 0	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity corrected 0 KUR1502	Reporter intensity corrected 1 KUR1502	Reporter intensity corrected 2 KUR1502	Reporter intensity corrected 3 KUR1502	Reporter intensity corrected 4 KUR1502	Reporter intensity corrected 5 KUR1502	Reporter intensity corrected 6 KUR1502	Reporter intensity corrected 7 KUR1502	Reporter intensity corrected 8 KUR1502	Reporter intensity corrected 9 KUR1502	Reporter intensity 0 KUR1502	Reporter intensity 1 KUR1502	Reporter intensity 2 KUR1502	Reporter intensity 3 KUR1502	Reporter intensity 4 KUR1502	Reporter intensity 5 KUR1502	Reporter intensity 6 KUR1502	Reporter intensity 7 KUR1502	Reporter intensity 8 KUR1502	Reporter intensity 9 KUR1502	Reporter intensity count 0 KUR1502	Reporter intensity count 1 KUR1502	Reporter intensity count 2 KUR1502	Reporter intensity count 3 KUR1502	Reporter intensity count 4 KUR1502	Reporter intensity count 5 KUR1502	Reporter intensity count 6 KUR1502	Reporter intensity count 7 KUR1502	Reporter intensity count 8 KUR1502	Reporter intensity count 9 KUR1502	Sequence coverage KUR1502 [%]	Intensity	Intensity KUR1502	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
Q8K1R3	Q8K1R3	6	6	6	Polyribonucleotide nucleotidyltransferase 1, mitochondrial	Pnpt1		1	6	6	6	6	6	6	10.3	10.3	10.3	85.682	783	783	0	32.162	8838	74.042	6126.3	0	4369.3	11179	3256.7	47.828	4452.7	5749.9	8352.8	69.523	6301.1	61.921	4523.1	10576	3389.4	430.85	4342.7	5412.3	6	1	6	0	6	6	5	1	6	6	8838	74.042	6126.3	0	4369.3	11179	3256.7	47.828	4452.7	5749.9	8352.8	69.523	6301.1	61.921	4523.1	10576	3389.4	430.85	4342.7	5412.3	6	1	6	0	6	6	5	1	6	6	10.3	95404000	95404000	6				3220	2489;11088;11734;13522;19481;21046	True;True;True;True;True;True	2581;11719;12407;14334;20686;22428	3804;17082;18053;20807;29783;32264	4137;18430;19459;22472;31948;34542	4137;18430;19459;22472;31948;34542		
Q8K1R7	Q8K1R7	10	10	10	Serine/threonine-protein kinase Nek9	Nek9		1	10	10	10	10	10	10	14.9	14.9	14.9	107.14	984	984	0	61.805	5616.5	157.95	4940.5	0.67763	3896.6	8566.3	7103.6	0	8656.6	6733.2	5312.2	148.31	5001	40.856	4061.7	8108.9	7104.8	190.82	8475.6	6339.1	10	2	9	1	9	9	9	0	10	8	5616.5	157.95	4940.5	0.67763	3896.6	8566.3	7103.6	0	8656.6	6733.2	5312.2	148.31	5001	40.856	4061.7	8108.9	7104.8	190.82	8475.6	6339.1	10	2	9	1	9	9	9	0	10	8	14.9	72727000	72727000	10				3221	1020;7504;12452;16896;16908;18253;18438;23491;26919;27064	True;True;True;True;True;True;True;True;True;True	1022;7879;13172;17954;17966;19394;19589;25077;28705;28861	1444;11527;19163;25964;25980;27977;28239;36013;41148;41379	1579;12430;20657;27927;27943;30046;30315;38589;44132;44374	1579;12430;20657;27927;27943;30046;30315;38589;44132;44374	2702	396
Q8K1T1	Q8K1T1	4	4	4	Leucine-rich repeat-containing protein 25	Lrrc25		1	4	4	4	4	4	4	23.6	23.6	23.6	32.673	297	297	0	28.113	4809.4	0	6818.9	9.5446	4615.2	4825.2	9581.9	0	11741	6786.2	4558.5	0	6733.1	78.115	4885.9	4573.4	9574.2	0	11494	6390	4	0	4	1	4	3	4	0	4	4	4809.4	0	6818.9	9.5446	4615.2	4825.2	9581.9	0	11741	6786.2	4558.5	0	6733.1	78.115	4885.9	4573.4	9574.2	0	11494	6390	4	0	4	1	4	3	4	0	4	4	23.6	131780000	131780000	5				3222	439;9851;25715;26328	True;True;True;True	428;10408;27423;28072	577;578;15103;39276;40219	633;634;16282;42089;43119	634;16282;42089;43119	2703	245
Q8K1X1	Q8K1X1	2	2	2	WD repeat-containing protein 11	Wdr11		1	2	2	2	2	2	2	2.3	2.3	2.3	135.94	1223	1223	0.00092486	7.8725	1909.3	125.92	1112.9	0	1238.9	2285.1	1581.1	0	1846.3	1937.8	1803.7	118.24	1168.5	0	1253.8	2162.7	1600.2	77.589	1810.5	1823.2	1	1	1	0	1	2	2	0	2	1	1909.3	125.92	1112.9	0	1238.9	2285.1	1581.1	0	1846.3	1937.8	1803.7	118.24	1168.5	0	1253.8	2162.7	1600.2	77.589	1810.5	1823.2	1	1	1	0	1	2	2	0	2	1	2.3	15851000	15851000	2				3223	4876;20748	True;True	5089;22110	7436;31813	8035;34062	8035;34062		
Q8K1Z0	Q8K1Z0	4	4	4	Ubiquinone biosynthesis protein COQ9, mitochondrial	Coq9		1	4	4	4	4	4	4	16.3	16.3	16.3	35.082	313	313	0	55.959	6174.8	859.82	3734.7	98.684	2726.1	9065.3	3912.9	0	4902.9	5226.9	5833.8	806.74	3890.8	135.36	2843.6	8577.9	3951.2	0	4799.5	4921.7	5	1	5	1	5	5	5	0	6	5	6174.8	859.82	3734.7	98.684	2726.1	9065.3	3912.9	0	4902.9	5226.9	5833.8	806.74	3890.8	135.36	2843.6	8577.9	3951.2	0	4799.5	4921.7	5	1	5	1	5	5	5	0	6	5	16.3	61480000	61480000	6				3224	18083;19245;20095;32858	True;True;True;True	19214;20435;21367;21368;35086	27733;29408;30757;30758;50583	29796;31558;32964;32965;54152;54153	29796;31558;32965;54153	2704	187
Q8K201	Q8K201	1	1	1	Keratinocyte-associated transmembrane protein 2	Kct2		1	1	1	1	1	1	1	5	5	5	28.05	259	259	0.0033578	5.2264	2469.8	0	570.52	0	352.98	3892	606.66	0	680.19	1677.1	2329.9	0	655.97	0	374.7	3680.5	607.36	76.55	668.03	1576.9	2	0	1	0	1	2	1	0	1	2	2469.8	0	570.52	0	352.98	3892	606.66	0	680.19	1677.1	2329.9	0	655.97	0	374.7	3680.5	607.36	76.55	668.03	1576.9	2	0	1	0	1	2	1	0	1	2	5	15088000	15088000	2				3225	16325	True	17355	25120;25121	27043;27044	27043		
Q8K202	Q8K202	3	3	3	DNA-directed RNA polymerase I subunit RPA49	Polr1e		1	3	3	3	3	3	3	8.9	8.9	8.9	54.033	482	482	0	16.734	1589.7	0	515.56	0	496.58	1989.2	460.17	0	369.16	795.9	1500.2	0	580.59	0	504.45	1885.9	467.67	48.359	365.71	749.2	2	0	2	0	2	3	2	0	1	2	1589.7	0	515.56	0	496.58	1989.2	460.17	0	369.16	795.9	1500.2	0	580.59	0	504.45	1885.9	467.67	48.359	365.71	749.2	2	0	2	0	2	3	2	0	1	2	8.9	15071000	15071000	4				3226	8809;25384;29618	True;True;True	9286;27069;31613	13540;38774;45510	14608;14609;41557;48770	14608;41557;48770		
Q8K211	Q8K211	1	1	1	High affinity copper uptake protein 1	Slc31a1		1	1	1	1	1	1	1	9.7	9.7	9.7	21.961	196	196	1	-2	397.8	0	452.77	0	58.523	417.66	522.57	0	913.32	372.59	376.63	0	448.8	0	89.598	395.47	520.35	0	884.6	350.84	1	0	1	0	1	1	1	0	1	1	397.8	0	452.77	0	58.523	417.66	522.57	0	913.32	372.59	376.63	0	448.8	0	89.598	395.47	520.35	0	884.6	350.84	1	0	1	0	1	1	1	0	1	1	9.7	6839800	6839800	1	+			3227	32621	True	34834	50208	53753	53753	2705	112
Q8K212	Q8K212	5	5	5	Phosphofurin acidic cluster sorting protein 1	Pacs1		1	5	5	5	5	5	5	6.8	6.8	6.8	104.83	961	961	0	51.914	4189.3	303.88	2756.6	0	2977.7	5068.1	3436	0	3960.2	3916.2	3958.8	285.33	2857.4	0	3013.7	4797.2	3489.9	93.115	3885.3	3686.9	4	2	3	0	3	4	4	0	4	4	4189.3	303.88	2756.6	0	2977.7	5068.1	3436	0	3960.2	3916.2	3958.8	285.33	2857.4	0	3013.7	4797.2	3489.9	93.115	3885.3	3686.9	4	2	3	0	3	4	4	0	4	4	6.8	74141000	74141000	5				3228	9316;28794;30654;30705;32833	True;True;True;True;True	9829;30730;32732;32783;35059	14285;44216;47141;47224;50545	15400;47392;50501;50593;54112	15400;47392;50501;50593;54112		
Q8K224	Q8K224	17	17	17	N-acetyltransferase 10	Nat10		1	17	17	17	17	17	17	18.9	18.9	18.9	115.42	1024	1024	0	94.006	20934	974.61	9786.9	0	7983.3	25751	6799.9	0	8929.6	15126	19767	914.96	10433	60.017	8182.2	24364	7036.9	415.76	8720.5	14238	19	6	16	0	15	19	16	0	16	18	20934	974.61	9786.9	0	7983.3	25751	6799.9	0	8929.6	15126	19767	914.96	10433	60.017	8182.2	24364	7036.9	415.76	8720.5	14238	19	6	16	0	15	19	16	0	16	18	18.9	293940000	293940000	20				3229	1011;1095;1255;2342;7935;9151;10364;13151;14857;16361;16693;23458;25250;27624;27733;27734;29991	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	1012;1104;1272;2432;8352;9654;10953;13940;15794;17395;17739;25041;26926;29453;29571;29572;32009	1431;1578;1841;3572;12174;12175;14054;15919;15920;20264;22973;25176;25177;25635;35942;38557;42278;42454;42455;46107	1565;1729;2014;3887;13124;13125;15157;17161;17162;21895;24748;27100;27101;27577;38512;41330;45329;45516;45517;49416	1565;1729;2014;3887;13124;15157;17161;21895;24748;27100;27577;38512;41330;45329;45516;45517;49416	2706	748
Q8K268	Q8K268	4	4	4	ATP-binding cassette sub-family F member 3	Abcf3		1	4	4	4	4	4	4	8.6	8.6	8.6	79.864	709	709	0	23.187	5802.9	232.81	2848.6	0	2358.9	7722.6	2772	0	3240.8	4925.5	5480	218.6	3033	0	2429	7305.7	2814.7	151.29	3177.9	4632.8	4	2	4	0	4	4	4	0	4	4	5802.9	232.81	2848.6	0	2358.9	7722.6	2772	0	3240.8	4925.5	5480	218.6	3033	0	2429	7305.7	2814.7	151.29	3177.9	4632.8	4	2	4	0	4	4	4	0	4	4	8.6	65559000	65559000	5				3230	1610;13381;15191;28237	True;True;True;True	1650;14186;16147;30128	2421;20619;23481;43278;43279	2634;22274;25296;46382;46383	2634;22274;25296;46382	2707	357
Q8K273	Q8K273	1	1	1	Membrane magnesium transporter 1	Mmgt1		1	1	1	1	1	1	1	18.3	18.3	18.3	14.677	131	131	0	56.61	1833.4	0	1347.6	0	623.07	2399.7	897.66	0	1342.8	1349	1733.1	0	1376.5	0	679.37	2270.4	912.74	44.331	1306.1	1269.7	2	0	2	0	2	2	2	0	2	2	1833.4	0	1347.6	0	623.07	2399.7	897.66	0	1342.8	1349	1733.1	0	1376.5	0	679.37	2270.4	912.74	44.331	1306.1	1269.7	2	0	2	0	2	2	2	0	2	2	18.3	31790000	31790000	2				3231	30002	True	32021	46128	49438;49439	49439		
Q8K284	Q8K284	4	4	4	General transcription factor 3C polypeptide 1	Gtf3c1		1	4	4	4	4	4	4	3.2	3.2	3.2	237.47	2101	2101	0	16.194	775.87	0	615.12	0	453.54	1226.1	562.28	0	575.35	903.53	733.57	0	626.86	0	471.34	1167.5	567.48	0	567.15	850.78	1	0	1	0	1	2	1	0	1	1	775.87	0	615.12	0	453.54	1226.1	562.28	0	575.35	903.53	733.57	0	626.86	0	471.34	1167.5	567.48	0	567.15	850.78	1	0	1	0	1	2	1	0	1	1	3.2	9953900	9953900	4				3232	4341;9583;11223;22424	True;True;True;True	4527;10121;11856;23936	6671;14681;17280;34407	7223;15819;18636;36830	7223;15819;18636;36830		
Q8K296	Q8K296	3	3	3	Myotubularin-related protein 3	Mtmr3		1	3	3	3	3	3	3	4.8	4.8	4.8	133.84	1196	1196	0	26.403	1365.1	68.539	447.98	0	735.29	1925.8	666.38	0	1041.7	1184.5	1288.3	64.356	507.21	0	728.53	1822.3	690.14	0	1011.9	1115.4	2	1	2	0	2	2	2	0	3	3	1365.1	68.539	447.98	0	735.29	1925.8	666.38	0	1041.7	1184.5	1288.3	64.356	507.21	0	728.53	1822.3	690.14	0	1011.9	1115.4	2	1	2	0	2	2	2	0	3	3	4.8	29831000	29831000	4				3233	21235;24915;25210	True;True;True	22638;26574;26575;26886	32560;38054;38055;38508	34849;40788;40789;41279	34849;40789;41279	2708	1018
Q8K297	Q8K297	12	12	12	Procollagen galactosyltransferase 1	Colgalt1		1	12	12	12	12	12	12	22.9	22.9	22.9	71.06	617	617	0	73.625	17051	786.9	7347.9	9.9722	7033.3	19051	8642.6	0	9738.8	16171	16098	738.71	7948.1	113.27	7179.8	18032	8750.1	343.56	9562.7	15219	11	6	10	1	11	11	11	0	11	10	17051	786.9	7347.9	9.9722	7033.3	19051	8642.6	0	9738.8	16171	16098	738.71	7948.1	113.27	7179.8	18032	8750.1	343.56	9562.7	15219	11	6	10	1	11	11	11	0	11	10	22.9	259180000	259180000	12				3234	348;1647;6661;8424;8447;10551;20500;21614;21615;25478;30047;31684	True;True;True;True;True;True;True;True;True;True;True;True	336;1687;6994;8881;8905;11141;21844;23066;23067;27164;32071;33826	462;2477;10255;12938;12968;16183;31433;33182;33183;38900;46195;48745	510;2694;11055;13959;13992;17439;33663;35520;35521;41689;49511;52209	510;2694;11055;13959;13992;17439;33663;35520;35521;41689;49511;52209		
Q8K298	Q8K298	5	5	4	Actin-binding protein anillin	Anln		1	5	5	4	4	4	4	4.8	4.8	4.2	122.79	1121	1121	0	22.857	1784.1	0	31004	0	23867	2329.1	9967.4	0	13118	1161.2	1797.8	0	29426	0	24448	2203.6	10900	0	12810	1093.4	3	0	3	0	3	3	3	0	3	3	1784.1	0	31004	0	23867	2329.1	9967.4	0	13118	1161.2	1797.8	0	29426	0	24448	2203.6	10900	0	12810	1093.4	3	0	3	0	3	3	3	0	3	3	4.2	178990000	178990000	4				3235	8241;14216;17861;19700;21958	True;True;True;True;True	8679;15100;18966;23439	12633;21948;27366;33709	13632;23670;29410;36083	13632;23670;29410;36083		
Q8K2A7	Q8K2A7	3	3	2	Integrator complex subunit 10	Ints10		1	3	3	2	2	2	2	5.4	5.4	3.7	82.019	710	710	0.00052701	11.183	808.12	75.482	413.55	0	392.55	1032.2	402.55	0	766.37	593.4	762.97	70.875	438.87	0	396.34	976.72	419.24	0	740.74	558.75	1	1	2	0	1	2	1	0	1	1	808.12	75.482	413.55	0	392.55	1032.2	402.55	0	766.37	593.4	762.97	70.875	438.87	0	396.34	976.72	419.24	0	740.74	558.75	1	1	2	0	1	2	1	0	1	1	3.7	13797000	13797000	2				3236	1664;6968;24187	True;True;True	1704;7321	2508;10719	2725;11552	2725;11552		
Q8K2B3	Q8K2B3	17	17	17	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	Sdha		1	17	17	17	17	17	17	39.5	39.5	39.5	72.585	664	664	0	186.78	82058	1990.2	47067	187.6	37661	101040	47058	49.06	57577	76024	77517	1869.1	49288	1279.5	38892	95638	47725	3811.9	56362	71549	29	6	27	5	26	31	27	1	29	29	82058	1990.2	47067	187.6	37661	101040	47058	49.06	57577	76024	77517	1869.1	49288	1279.5	38892	95638	47725	3811.9	56362	71549	29	6	27	5	26	31	27	1	29	29	39.5	1892100000	1892100000	41				3237	114;355;1063;1995;10532;11784;12136;12922;14577;15286;21800;27209;27683;28703;29623;30649;31522	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	106;343;1070;2066;2067;11122;12461;12836;13694;15494;16249;23264;29016;29517;30633;30634;31618;32725;33656	136;137;471;1522;1523;1524;1525;1526;3059;3060;16157;18122;18123;18648;19921;19922;22518;23608;23609;33466;41605;41606;42370;44085;44086;44087;45518;45519;45520;45521;47128;47129;48524;48525	148;149;519;1663;1664;1665;1666;1667;3324;3325;17411;17412;19539;19540;20099;21520;21521;24269;25429;25430;35826;35827;44606;44607;45429;45430;45431;47256;47257;47258;48779;48780;48781;48782;50484;50485;50486;50487;50488;51980;51981	149;519;1663;3324;17412;19539;20099;21520;24269;25430;35826;44606;45430;47258;48780;50485;51980	2709;2710;2711;2712	142;158;279;494
Q8K2C6	Q8K2C6	1	1	1	NAD-dependent protein deacylase sirtuin-5, mitochondrial	Sirt5		1	1	1	1	1	1	1	3.9	3.9	3.9	34.134	310	310	0.007116	4.2405	1113.7	120.42	1333.6	0	1173.9	2292.8	1240.6	4.0528	2079.2	1147.8	1054.7	113.07	1328.4	0	1202.4	2169.4	1282.6	127.35	2015.9	1080.9	1	1	1	0	1	1	1	1	1	1	1113.7	120.42	1333.6	0	1173.9	2292.8	1240.6	4.0528	2079.2	1147.8	1054.7	113.07	1328.4	0	1202.4	2169.4	1282.6	127.35	2015.9	1080.9	1	1	1	0	1	1	1	1	1	1	3.9	5707000	5707000	1				3238	21485	True	22927	32999	35325	35325		
Q8K2C7	Q8K2C7	3	3	3	Protein OS-9	Os9		1	3	3	3	3	3	3	8.2	8.2	8.2	76.107	672	672	0	12.909	4062.1	0	2761.4	0	2268.5	4638.3	2987.4	0	2734.8	3797.4	3838.9	0	2850	0	2344.5	4390.5	2996.6	188.22	2709.2	3574.3	2	0	2	0	3	2	2	0	2	2	4062.1	0	2761.4	0	2268.5	4638.3	2987.4	0	2734.8	3797.4	3838.9	0	2850	0	2344.5	4390.5	2996.6	188.22	2709.2	3574.3	2	0	2	0	3	2	2	0	2	2	8.2	35593000	35593000	4				3239	7740;9239;22659	True;True;True	8149;9748;24192	11889;11890;14181;34753	12809;12810;15290;37220	12809;15290;37220		
Q8K2C9	Q8K2C9	5	5	5	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 3	Hacd3		1	5	5	5	5	5	5	18.2	18.2	18.2	43.131	362	362	0	54.718	2244.6	0	2447.9	0	1163.6	3069.7	1540	0	2376.1	2362.7	2124.3	0	2438.2	0	1262.8	2905.6	1569.6	0	2309	2224.8	4	0	5	0	5	4	4	0	4	5	2244.6	0	2447.9	0	1163.6	3069.7	1540	0	2376.1	2362.7	2124.3	0	2438.2	0	1262.8	2905.6	1569.6	0	2309	2224.8	4	0	5	0	5	4	4	0	4	5	18.2	84475000	84475000	6				3240	9722;19872;23562;29291;31565	True;True;True;True;True	10268;21084;25153;31262;33700	14885;30326;36121;44999;45000;48577	16033;32518;38712;48230;48231;52035	16033;32518;38712;48230;52035	2713	1
Q8K2D3	Q8K2D3	3	3	3	Enhancer of mRNA-decapping protein 3	Edc3		1	3	3	3	3	3	3	8.1	8.1	8.1	55.957	508	508	0.00026575	11.367	3007.1	229.86	2088.4	0	1567.5	4523	1564.6	0	1962.6	2223.9	2842	215.83	2149.4	0	1621.8	4277.7	1598	40.489	1914.1	2091.1	5	1	5	0	5	5	4	0	4	4	3007.1	229.86	2088.4	0	1567.5	4523	1564.6	0	1962.6	2223.9	2842	215.83	2149.4	0	1621.8	4277.7	1598	40.489	1914.1	2091.1	5	1	5	0	5	5	4	0	4	4	8.1	22132000	22132000	5				3241	310;15536;31680	True;True;True	296;16524;33822	381;23976;23977;48740;48741	412;25825;25826;52204;52205	412;25826;52204		
Q8K2F0;Q91Y44	Q8K2F0	5;1	5;1	3;0	Bromodomain-containing protein 3	Brd3		2	5	5	3	5	5	3	9.8	9.8	6.7	79.761	726	726;956	0	22.208	6762	89.169	3697.8	0	3070	8256.7	3773.5	0	4724.9	5313.9	6387.1	83.727	3893.3	0	3150.4	7814.8	3833.4	212.2	4621.7	4998.1	6	1	6	0	5	7	6	0	6	6	6762	89.169	3697.8	0	3070	8256.7	3773.5	0	4724.9	5313.9	6387.1	83.727	3893.3	0	3150.4	7814.8	3833.4	212.2	4621.7	4998.1	6	1	6	0	5	7	6	0	6	6	9.8	75434000	75434000	7				3242	5373;8520;15018;15893;32615	True;True;True;True;True	5644;8980;15964;16894;34828	8306;13077;13078;23229;24437;24438;50198	8981;14110;14111;25034;26316;26317;53743	8981;14110;25034;26316;53743		
Q8K2F8	Q8K2F8	5	5	4	Protein LSM14 homolog A	Lsm14a		1	5	5	4	4	4	4	13.2	13.2	11	50.545	462	462	0	34.208	5170	330.94	3425.5	0	2610.7	5510.5	3548.8	90.763	3465.8	4041.8	4885.6	310.74	3541.3	0	2710.6	5217.1	3560.1	312.05	3423.2	3807.7	5	3	5	0	5	5	4	1	4	5	5170	330.94	3425.5	0	2610.7	5510.5	3548.8	90.763	3465.8	4041.8	4885.6	310.74	3541.3	0	2710.6	5217.1	3560.1	312.05	3423.2	3807.7	5	3	5	0	5	5	4	1	4	5	11	71334000	71334000	6				3243	4190;24635;24636;24794;32015	True;True;True;True;True	4371;26273;26274;34177	6467;37634;37635;49258;49259	7005;40334;40335;52748;52749;52750	7005;40334;40335;52750		
Q8K2H2	Q8K2H2	4	4	3	OTU domain-containing protein 6B	Otud6b		1	4	4	3	3	3	3	20.4	20.4	14.6	33.758	294	294	0	15.624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.6	10032000	10032000	3				3244	7751;13056;19785;31888	True;True;True;True	8160;13838;34039	11902;20116;49074	12822;21732;52558	12822;21732;52558		
Q8K2H4	Q8K2H4	9	9	9	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1	Acap1		1	9	9	9	9	9	9	19.7	19.7	19.7	81.703	740	740	0	57.613	9248	305.51	5345.4	0	4319.6	12248	5899.8	12.291	7311.9	9510.4	8735.7	286.86	5597.3	0	4451.1	11593	5957.1	227.37	7159.1	8951.8	10	3	11	0	9	11	9	1	12	9	9248	305.51	5345.4	0	4319.6	12248	5899.8	12.291	7311.9	9510.4	8735.7	286.86	5597.3	0	4451.1	11593	5957.1	227.37	7159.1	8951.8	10	3	11	0	9	11	9	1	12	9	19.7	108070000	108070000	13				3245	5895;6693;10154;11586;16248;16984;19083;25453;30522	True;True;True;True;True;True;True;True;True	6188;7031;10730;12249;17271;18045;20269;27138;32594	9136;9137;10309;15589;17839;24998;26089;29157;38855;38856;46953;46954	9863;9864;11111;16800;19229;26916;28057;31288;41644;41645;50303;50304;50305	9864;11111;16800;19229;26916;28057;31288;41645;50304		
Q8K2I1	Q8K2I1	2	2	2	Protein farnesyltransferase subunit beta	Fntb		1	2	2	2	2	2	2	4.1	4.1	4.1	48.819	437	437	0.00091554	7.666	885.07	0	567.27	0	563.41	1985	665.99	0	988.32	810.76	836.31	0	581.94	0	573.73	1877.8	676.27	0	961.5	763.42	2	0	1	0	2	2	1	0	2	1	885.07	0	567.27	0	563.41	1985	665.99	0	988.32	810.76	836.31	0	581.94	0	573.73	1877.8	676.27	0	961.5	763.42	2	0	1	0	2	2	1	0	2	1	4.1	11946000	11946000	2				3246	14359;25337	True;True	15257;27020	22179;38699	23907;41480	23907;41480		
Q8K2I4	Q8K2I4	7	7	7	Beta-mannosidase	Manba		1	7	7	7	7	7	7	9.2	9.2	9.2	100.83	879	879	0	52.234	5678.7	87.193	3261.8	0	2359.4	7637.6	4314.2	0	5506.7	6699	5364.4	81.871	3416.1	0	2476.2	7229.5	4324.8	141.47	5382.9	6304.4	8	1	8	0	8	9	8	0	9	9	5678.7	87.193	3261.8	0	2359.4	7637.6	4314.2	0	5506.7	6699	5364.4	81.871	3416.1	0	2476.2	7229.5	4324.8	141.47	5382.9	6304.4	8	1	8	0	8	9	8	0	9	9	9.2	104320000	104320000	9				3247	5559;11872;14212;19269;28586;28717;30758	True;True;True;True;True;True;True	5837;12553;15096;20462;30503;30649;32840	8588;18248;21943;29452;29453;43857;44107;44108;47307	9284;19672;23663;31604;31605;47010;47280;47281;50680	9284;19672;23663;31605;47010;47280;50680		
Q8K2K6	Q8K2K6	4	4	4	Arf-GAP domain and FG repeat-containing protein 1	Agfg1		1	4	4	4	4	4	4	10	10	10	58.042	561	561	0	28.24	6385.8	373.77	6074.4	5.1348	5628.1	7537.8	6914.8	0	8776.1	6417.9	6041.4	350.99	6131.4	41.354	5757.7	7134.3	7010.1	167.66	8580.4	6038.4	4	2	4	1	4	4	3	0	4	4	6385.8	373.77	6074.4	5.1348	5628.1	7537.8	6914.8	0	8776.1	6417.9	6041.4	350.99	6131.4	41.354	5757.7	7134.3	7010.1	167.66	8580.4	6038.4	4	2	4	1	4	4	3	0	4	4	10	86279000	86279000	4				3248	22751;25321;26076;31794	True;True;True;True	24288;27003;27801;33940	34880;38675;39824;48898	37357;41456;42680;52366	37357;41456;42680;52366		
Q8K2L8	Q8K2L8	4	4	4	Trafficking protein particle complex subunit 12	Trappc12		1	4	4	4	4	4	4	5.1	5.1	5.1	87.693	797	797	0	15.923	3546.1	0	1759.1	0	1579.8	4801	2745.1	0	3473	3541.5	3348.8	0	1874.1	0	1630.9	4544.5	2758.2	0	3395.9	3334.8	4	0	4	0	4	4	4	0	4	4	3546.1	0	1759.1	0	1579.8	4801	2745.1	0	3473	3541.5	3348.8	0	1874.1	0	1630.9	4544.5	2758.2	0	3395.9	3334.8	4	0	4	0	4	4	4	0	4	4	5.1	38513000	38513000	4				3249	6580;14051;18745;23358	True;True;True;True	6909;14908;19911;24937	10133;21671;28658;35807	10928;23386;30757;38364	10928;23386;30757;38364		
Q8K2Q0	Q8K2Q0	4	4	4	COMM domain-containing protein 9	Commd9		1	4	4	4	4	4	4	25.8	25.8	25.8	21.85	198	198	0	14.969	1722.6	58.676	1023.6	0	864.72	2543.3	1405.3	0	1671.4	1776.8	1627.4	55.095	1057.2	0	894.79	2407	1411.8	0	1637.9	1673	4	1	3	0	3	3	3	0	3	3	1722.6	58.676	1023.6	0	864.72	2543.3	1405.3	0	1671.4	1776.8	1627.4	55.095	1057.2	0	894.79	2407	1411.8	0	1637.9	1673	4	1	3	0	3	3	3	0	3	3	25.8	28106000	28106000	4				3250	8088;14446;22810;28261	True;True;True;True	8514;15354;24348;30154	12405;22324;34955;43312	13385;24057;37438;46417	13385;24057;37438;46417		
Q8K2Q7	Q8K2Q7	3	3	3	BRO1 domain-containing protein BROX	Brox		1	3	3	3	3	3	3	12.4	12.4	12.4	46.201	411	411	0	14.53	6979.3	132.79	4652.4	0	3840.2	8551.5	4693.7	0	6000.5	6002.6	6595.5	124.68	4800.9	0	3957.1	8090.6	4772.6	195.85	5865.3	5646.5	4	1	3	0	3	3	4	0	4	4	6979.3	132.79	4652.4	0	3840.2	8551.5	4693.7	0	6000.5	6002.6	6595.5	124.68	4800.9	0	3957.1	8090.6	4772.6	195.85	5865.3	5646.5	4	1	3	0	3	3	4	0	4	4	12.4	43884000	43884000	4				3251	2580;14315;17142	True;True;True	2672;15210;18211	3922;22107;22108;26309	4259;23834;23835;28287	4259;23835;28287		
